iter	TotalF1	MultiClass
375	0.6509759113	0.7030831323
376	0.6510448312	0.7030343736
377	0.6510532944	0.7029909528
378	0.6511085265	0.7029412955
379	0.65111851	0.702905873
380	0.6512304634	0.7028490248
381	0.6513260825	0.7027876425
382	0.6514457836	0.7027249261
383	0.6514642841	0.7026621078
384	0.6513705624	0.7026461481
385	0.6513949818	0.7026211222
386	0.6515247695	0.7025528262
387	0.6516040633	0.7025154835
388	0.6516107323	0.7024782378
389	0.6517561017	0.7024228923
390	0.6518220093	0.7023653792
391	0.6518384178	0.7023154007
392	0.6519350393	0.7022820186
393	0.6519796852	0.702217439
394	0.6519665151	0.7021706464
395	0.6520129063	0.7021422973
396	0.6520714407	0.7021132548
397	0.6522120467	0.7020650429
398	0.6522131818	0.7020352769
399	0.6523117047	0.7019843921
400	0.652364785	0.7019583319
401	0.6524831979	0.7019015539
402	0.6525478203	0.7018499332
403	0.6525811409	0.7018061641
404	0.6525729322	0.7017653974
405	0.6527115173	0.701703167
406	0.6526978201	0.701634854
407	0.6527071919	0.7016025349
408	0.6527979908	0.7015616155
409	0.6528111983	0.7015154853
410	0.6529507301	0.7014576975
411	0.6530525391	0.7013847407
412	0.6530494898	0.701341891
413	0.6531763311	0.7012975633
414	0.6532588019	0.7012464982
415	0.653418014	0.7012000891
416	0.6534676927	0.7011586103
417	0.6534199039	0.7011134893
418	0.6534643918	0.7010585117
419	0.6535613648	0.7010251418
420	0.6536613269	0.7009611108
421	0.6536234575	0.7009088904
422	0.6536677271	0.7008584963
423	0.6537243823	0.7008127068
424	0.6537701155	0.7007518034
425	0.6537888963	0.7007140459
426	0.653842284	0.7006671964
427	0.653910072	0.7006084536
428	0.653936689	0.7005633904
429	0.6539109915	0.7005109737
430	0.6538661858	0.7004666356
431	0.6539098762	0.7003981636
432	0.6539679751	0.7003464467
433	0.654083609	0.7003096038
434	0.6541397069	0.7002468376
435	0.6541001105	0.7001908794
436	0.6541767481	0.7001654139
437	0.6542722837	0.7001243666
438	0.6542378516	0.7000591546
439	0.6543337399	0.7000121088
440	0.6543628171	0.6999789686
441	0.6544624702	0.6999311228
442	0.6545472519	0.6998725638
443	0.6545429804	0.6998243851
444	0.6545587744	0.6997782377
445	0.6546012717	0.6997328201
446	0.6545858767	0.6996851565
447	0.6545998527	0.6996426917
448	0.6547404023	0.699583544
449	0.6548218449	0.6995385262
450	0.6549436361	0.6995053531
451	0.6549902772	0.6994578397
452	0.6549387258	0.6994194767
453	0.654929581	0.6993893035
454	0.6549608989	0.6993363836
455	0.6549828933	0.6993084518
456	0.6550150958	0.6992734719
457	0.6549535023	0.69923177
458	0.6551998453	0.6991690661
459	0.6553546846	0.6991165448
460	0.6553476201	0.6990748663
461	0.6553662399	0.6990357621
462	0.6554342006	0.6989844361
463	0.6556459017	0.6989243285
464	0.6557087504	0.6988797245
465	0.6557767074	0.6988337637
466	0.6557752905	0.6987891521
467	0.6558258906	0.6987518851
468	0.655886423	0.6987181618
469	0.6558854747	0.6986853334
470	0.6558975749	0.6986556118
471	0.6560047113	0.6986061021
472	0.6560284146	0.6985839852
473	0.6560732315	0.698537902
474	0.6560054469	0.6985057008
475	0.6561705338	0.6984671661
476	0.6562157185	0.6984473562
477	0.6562376578	0.6984072875
478	0.6563019784	0.6983642722
479	0.6562366725	0.6983184208
480	0.65637933	0.6982843089
481	0.6564737319	0.6982368677
482	0.6565108017	0.6981961449
483	0.6565752502	0.6981622586
484	0.6565895613	0.6981158356
485	0.6565261574	0.6980743165
486	0.6566169185	0.6980351367
487	0.656622315	0.6979964564
488	0.6566259558	0.6979493431
489	0.6566430873	0.6978856939
490	0.6566582388	0.6978539118
491	0.6566638809	0.6978033253
492	0.6566714283	0.6977653494
493	0.6567107398	0.6977227544
494	0.6567379382	0.6976955282
495	0.656789884	0.6976597803
496	0.656814287	0.6976141018
497	0.6568626475	0.6975665338
498	0.6568964145	0.6975318274
499	0.6570068389	0.69748489
500	0.6571384935	0.6974357764
501	0.6571709193	0.6973857116
502	0.6571006642	0.6973417557
503	0.6570813544	0.6973186258
504	0.6571706637	0.6972767826
505	0.657316253	0.6972215512
506	0.6573593816	0.6971877118
507	0.6573926572	0.6971530248
508	0.6574180642	0.6971317002
509	0.6574334111	0.697099341
510	0.6574432979	0.6970647542
511	0.6574763398	0.6970312082
512	0.6574849314	0.6969829352
513	0.6575259744	0.69696235
514	0.6575691107	0.6969324315
515	0.6576032159	0.6969038992
516	0.6576457137	0.6968631578
517	0.6575593206	0.6968259839
518	0.65772432	0.6967808869
519	0.6578001974	0.6967541364
520	0.6578433018	0.6967005456
521	0.6578988983	0.696661217
522	0.6578415026	0.6966152848
523	0.6579148206	0.6965778803
524	0.6578818327	0.696525578
525	0.6578935798	0.6964934789
526	0.6578296432	0.6964507222
527	0.657891237	0.6964195878
528	0.6579403066	0.6963797129
529	0.6579649141	0.6963484197
530	0.6580363857	0.6963080014
531	0.6580136323	0.696277152
532	0.6580313411	0.6962163663
533	0.6580613452	0.6961887751
534	0.6580893669	0.6961557702
535	0.6581787363	0.696115417
536	0.6582658649	0.696066126
537	0.6583414532	0.6960205118
538	0.6583410303	0.6959960734
539	0.6584048032	0.6959562811
540	0.6584592813	0.6959101802
541	0.6584988696	0.695883669
542	0.6584695044	0.6958233059
543	0.6585042776	0.6957738424
544	0.6584812387	0.6957248269
545	0.6585327879	0.6957095114
546	0.6585321414	0.695669403
547	0.6586216126	0.6956353345
548	0.6586690014	0.6955717336
549	0.6587557215	0.6955426471
550	0.658745896	0.6955287389
551	0.6586794969	0.6954817536
552	0.6587913758	0.6954401234
553	0.6588538681	0.6954046224
554	0.6588717774	0.6953607596
555	0.6588914614	0.6953088934
556	0.6587978428	0.6952793578
557	0.6588553555	0.6952501929
558	0.6588876268	0.695213316
559	0.658860226	0.6951743912
560	0.6588641644	0.6951429581
561	0.6588831163	0.6950946797
562	0.6589203743	0.695064754
563	0.6589380415	0.6950250195
564	0.6589389428	0.695003106
565	0.6590494108	0.694944267
566	0.6590251062	0.6949284022
567	0.6590490035	0.6948923586
568	0.6590960448	0.6948483582
569	0.6590515644	0.6948190137
570	0.6590588566	0.6947962736
571	0.6591145772	0.6947641397
572	0.6591187556	0.6947158667
573	0.6591738333	0.694669205
574	0.6592735041	0.6946140962
575	0.6592900918	0.6945909378
576	0.6593492783	0.6945620767
577	0.6593311253	0.6945236726
578	0.6593526812	0.6944994962
579	0.6594000955	0.6944692171
580	0.6593938315	0.6944384336
581	0.6595512998	0.6943992199
582	0.659563869	0.6943659246
583	0.6595603511	0.6943340722
584	0.6596371554	0.694298708
585	0.6597159252	0.6942618293
586	0.6597237967	0.6942309752
587	0.6597537757	0.6941943178
588	0.6598283062	0.6941496164
589	0.6598319284	0.6940959584
590	0.6598927715	0.6940687997
591	0.6601639028	0.6940343234
592	0.6601751886	0.6939993375
593	0.6602822013	0.6939677447
594	0.660274144	0.6939222078
595	0.66024019	0.6938973867
596	0.6602833854	0.6938540993
597	0.66036278	0.6938215376
598	0.6604242902	0.6937992978
599	0.6604131663	0.6937838144
600	0.6604253955	0.6937538182
601	0.6604474725	0.6937229225
602	0.6604416304	0.6937068461
603	0.66054846	0.6936484441
604	0.6605746523	0.6935934049
605	0.6607331231	0.6935478537
606	0.6606956181	0.6935198371
607	0.6607024159	0.6934923056
608	0.6607362575	0.693461184
609	0.6607210539	0.6934350774
610	0.6606871503	0.6933980722
611	0.660706821	0.6933639026
612	0.660700702	0.69334424
613	0.6607787446	0.6933152484
614	0.660843953	0.6932890101
615	0.6608622352	0.6932605725
616	0.6609078912	0.6932136743
617	0.6609180073	0.6931894513
618	0.6609025565	0.6931564518
619	0.6609454744	0.6931408523
620	0.6608947016	0.6930945058
621	0.6609384444	0.6930679701
622	0.6609860806	0.693041174
623	0.6609870742	0.6930176901
624	0.6610558361	0.6929874483
625	0.661140614	0.6929530908
626	0.6611407526	0.6929310118
627	0.6612390596	0.6928803152
628	0.6612003715	0.6928537864
629	0.6612346065	0.6928051565
630	0.6611958476	0.6927662749
631	0.6613339844	0.6927359143
632	0.6613255639	0.692712633
633	0.6613604408	0.6926665034
634	0.6613978935	0.6926439707
635	0.6613924665	0.6926194847
636	0.6614030899	0.6925915701
637	0.6614075069	0.692554542
638	0.6613952684	0.6925359476
639	0.6613982239	0.6925161596
640	0.6614678165	0.6924708366
641	0.6615002469	0.6924467162
642	0.6615886435	0.6924078838
643	0.6615132605	0.6923786199
644	0.6616088088	0.6923570999
645	0.66163099	0.6923172423
646	0.6615512209	0.6922735005
647	0.6616253396	0.6922246267
648	0.6617473495	0.6922002726
649	0.6617311491	0.6921809577
650	0.6617693204	0.6921388569
651	0.6617390471	0.6921124341
652	0.6618471711	0.692079015
653	0.6618926712	0.6920582775
654	0.6618715055	0.6920360259
655	0.6619302625	0.6920014176
656	0.661856905	0.6919752388
657	0.6619061917	0.6919295108
658	0.6620180616	0.6918753699
659	0.6619695109	0.6918347053
660	0.6619772327	0.6918165495
661	0.6620959679	0.6917893691
662	0.6621567256	0.6917625758
663	0.6621935201	0.6917402301
664	0.6622112614	0.6917252087
665	0.6622291835	0.6917064738
666	0.6622701781	0.6916725242
667	0.662332406	0.6916500592
668	0.6623473502	0.6916014161
669	0.6623444292	0.6915767087
670	0.6623934316	0.6915421925
671	0.662413988	0.6915187477
672	0.6624974986	0.6914820376
673	0.6625356365	0.6914469819
674	0.6625582202	0.6914152307
675	0.6626195807	0.6913861876
676	0.6626373811	0.6913653873
677	0.662618903	0.6913448832
678	0.6626140516	0.6913155863
679	0.6626523776	0.6912720169
680	0.6626692795	0.6912293626
681	0.662689227	0.6911884893
682	0.6626804526	0.6911614059
683	0.6627074892	0.6911472095
684	0.6627775564	0.6911195019
685	0.6628004281	0.6910895901
686	0.6627802222	0.6910648235
687	0.6627780234	0.69103952
688	0.6627684599	0.6910021741
689	0.6628107615	0.6909763027
690	0.6628564702	0.6909546911
691	0.6629106031	0.6909356374
692	0.6629956752	0.6908971012
693	0.6629790506	0.6908764304
694	0.6630062442	0.6908483189
695	0.6630470513	0.6908292585
696	0.6630078413	0.6907936586
697	0.6630386235	0.6907568377
698	0.6630415093	0.6907301147
699	0.6630806042	0.690691849
700	0.6631083176	0.6906700857
701	0.6630885223	0.6906461451
702	0.6631085135	0.6906142058
703	0.6631009901	0.6905970244
704	0.6631037293	0.69056274
705	0.6631390399	0.6905377537
706	0.6631229318	0.6905043449
707	0.6631545867	0.6904783886
708	0.6632497141	0.6904499663
709	0.6632801823	0.6904334428
710	0.6632925644	0.6904058634
711	0.6633311705	0.6903729111
712	0.6634414747	0.6903515814
713	0.6635175355	0.690324758
714	0.6634714424	0.6902949687
715	0.663465618	0.6902468352
716	0.6634510773	0.6902111169
717	0.6633561771	0.6901832001
718	0.6633989152	0.6901515895
719	0.6634024219	0.6901123387
720	0.6634372231	0.6900774532
721	0.6634471706	0.6900536523
722	0.6635112983	0.690023501
723	0.663463685	0.6900025571
724	0.6635024168	0.6899567227
725	0.6635655809	0.6899352225
726	0.663617235	0.6898997919
727	0.6636175562	0.6898748488
728	0.6636161043	0.689853111
729	0.6636769884	0.6898248985
730	0.6636314702	0.6898010207
731	0.6636220932	0.6897819536
732	0.6636045959	0.6897589203
733	0.6636177377	0.6897319858
734	0.6636406388	0.6897070927
735	0.6636420331	0.6896908616
736	0.6636283406	0.6896689076
737	0.663673812	0.6896519134
738	0.6636592258	0.6896364802
739	0.6636160232	0.6896132246
740	0.6636268586	0.6895951009
741	0.6636814879	0.6895763568
742	0.6637064016	0.6895455731
743	0.6637427724	0.6895077807
744	0.6637737798	0.6894752956
745	0.6637974906	0.6894546859
746	0.6637793161	0.6894366662
747	0.6637533645	0.689407694
748	0.6638575168	0.6893799517
749	0.663842257	0.6893407735
750	0.663887092	0.6893134108
751	0.663874947	0.6893018854
752	0.6638694362	0.6892750833
753	0.6639184278	0.6892520436
754	0.663913718	0.6892190817
755	0.6638792315	0.6891831689
756	0.6639386909	0.689160834
757	0.6639438045	0.6891400161
758	0.6640402793	0.6891163459
759	0.6640662518	0.6890829809
760	0.6641165497	0.6890508894
761	0.6641050661	0.6890211108
762	0.6641255809	0.6889893033
763	0.6641303307	0.6889670684
764	0.6641581214	0.6889444065
765	0.6641363937	0.6889161335
766	0.664102289	0.6888946528
767	0.6640848614	0.6888607411
768	0.6641075516	0.6888399624
769	0.6641178158	0.6888234703
770	0.6642036494	0.6887845897
771	0.6642189826	0.6887546987
772	0.6642255139	0.6887304532
773	0.6641973671	0.6887062429
774	0.6642072314	0.6886775538
775	0.6642328225	0.6886540906
776	0.6642788854	0.6886346585
777	0.6643257211	0.6886078136
778	0.6643679708	0.6885683293
779	0.6643746658	0.6885477462
780	0.6643595753	0.6885141533
781	0.6643746837	0.6884992284
782	0.6643896093	0.6884761243
783	0.6643980484	0.6884497372
784	0.6644958618	0.6884216039
785	0.6645142362	0.6883984678
786	0.6644893311	0.6883661189
787	0.664558207	0.6883414604
788	0.6645777909	0.6883233342
789	0.6645724978	0.6882981851
790	0.6645887792	0.6882708272
791	0.6646041571	0.6882578568
792	0.6645676471	0.6882354148
793	0.6646019773	0.688209694
794	0.6645887445	0.6881912611
795	0.6646175323	0.6881586555
796	0.6646449144	0.6881359514
797	0.6646235138	0.6880989157
798	0.6647256482	0.6880700502
799	0.6647136754	0.6880444188
800	0.6646794676	0.6880139957
801	0.6647051117	0.6879993758
802	0.6647736167	0.6879609717
803	0.664780348	0.6879270339
804	0.6647976872	0.6879044586
805	0.6648242514	0.6878794939
806	0.6648874017	0.6878498071
807	0.6649113826	0.6878184243
808	0.6649459919	0.6877935513
809	0.6649205353	0.687772033
810	0.6648771061	0.6877577099
811	0.6649016748	0.687724493
812	0.664916213	0.687710575
813	0.6649309821	0.6876657077
814	0.6649286791	0.6876513236
815	0.6649752935	0.6876247701
816	0.6650369058	0.687606485
817	0.6650546162	0.6875827688
818	0.6650977368	0.6875612983
819	0.6651258165	0.6875435625
820	0.665090518	0.6875184502
821	0.665085837	0.6874886289
822	0.6651382359	0.6874682433
823	0.6651506654	0.6874371804
824	0.6651322243	0.6874146605
825	0.6651574845	0.6874038987
826	0.6651581216	0.6873783411
827	0.6651323696	0.6873580916
828	0.6651464492	0.687332676
829	0.6651554822	0.6873046947
830	0.6651117668	0.6872802847
831	0.6651148539	0.6872658115
832	0.6651635378	0.687244324
833	0.6652106905	0.6872088512
834	0.6652577911	0.6871738217
835	0.6652379242	0.6871519013
836	0.6652403161	0.6871355413
837	0.6652667739	0.6871213721
838	0.6652481086	0.6870886229
839	0.6652221846	0.6870581304
840	0.6652748038	0.6870321677
841	0.6652897109	0.687019937
842	0.66536718	0.6870051774
843	0.6653584054	0.686969649
844	0.66537788	0.6869507955
845	0.6653217948	0.6869383635
846	0.6653070594	0.6869196321
847	0.6653449545	0.6868948478
848	0.6654483592	0.6868680719
849	0.6654908553	0.6868491902
850	0.6655213602	0.6868334201
851	0.6656384002	0.6868133913
852	0.6656645613	0.6867974936
853	0.6656173822	0.6867741141
854	0.6656837019	0.6867552157
855	0.6656821995	0.6867327075
856	0.6656706358	0.6866987771
857	0.6656845046	0.6866705836
858	0.6657650878	0.6866431277
859	0.6658016131	0.6865991695
860	0.6658089005	0.6865829147
861	0.6658336798	0.6865419044
862	0.6658337994	0.6865065799
863	0.6658385812	0.6864938881
864	0.6657874027	0.6864703953
865	0.665795729	0.6864457474
866	0.6658602351	0.686430435
867	0.6659036204	0.6864055701
868	0.6659532443	0.6863832086
869	0.665964609	0.6863719666
870	0.665936719	0.6863486214
871	0.6659481837	0.6863354797
872	0.6659062009	0.6863208987
873	0.6659476328	0.6863016171
874	0.6659630638	0.6862786706
875	0.6659972248	0.6862475723
876	0.6659969326	0.6862337235
877	0.6660078585	0.6862120684
878	0.6660048161	0.6861941186
879	0.6660233546	0.6861697291
880	0.6660727684	0.686139603
881	0.6660290874	0.6861126206
882	0.6660638096	0.6860935684
883	0.6661143491	0.6860787023
